,Id,Primary Title,Original Title,Year,Genres,Average Rating,# of Votes
3618,tt5008220,Fly Me to Venus, Xing yu xin yuan zhi zai ai,2015, Romance,6.2,25
3619,tt5011290,Never Gone, Zhi qing chun 2: Yuan lai ni hai zai zhe li,2016, Drama&Romance,5.2,806
3625,tt5032452,Mr. Zhang Believes, Chi,2015, Documentary&Drama,7.7,18
3626,tt5033038,Youth Never Returns, Ji ran qing chun liu bu zhu,2015, Romance,5.4,95
3629,tt5036516,Inside the Girls, Nu sheng su she,2014, Horror&Mystery&Thriller,5.5,25
3631,tt5040430,Bunshinsaba 3, Bunshinsaba 3,2014, Horror,6.1,30
3633,tt5051224,The Story of Zhou Enlai, Zhou En Lai De Si Ge Zhou Ye,2013, History,4.1,11
3634,tt5057982,Di san zhong ai qing, Di san zhong ai qing,2015, Drama&Romance,5.1,373
3635,tt5061814,Goodbye Mr. Loser, Xia Luo te fan nao,2015, Comedy,6.7,2296
3636,tt5069450,A Beautiful Mistake, A Beautiful Mistake,2010, Drama,5.8,29
3639,tt5080208,The Death Is Here, The Death Is Here,2012, Horror&Thriller,5.2,6
3641,tt5086506,A Horse with Hope, Shan de na bian you pi ma,2016, Drama&Family,7.0,8
3644,tt5093098,The Guardsman, Yu Qian Shi Wei,2011, Action,5.7,41
3646,tt5102396,De Lan, De Lan,2015, Drama,6.9,26
3648,tt5105296,Please Remember Me, Please Remember Me,2015, Documentary,7.9,27
3650,tt5109290,Taxi Stories, Taxi Stories,2017, Drama,6.7,26
3651,tt5111844,My Original Dream, Wo de qing chun qi,2015, Drama,5.7,37
3653,tt5112314,A Simple Goodbye, Gaobie,2015, Drama,7.5,17
3654,tt5112400,Young Love Lost, Shaonian Babilun,2015, Comedy&Romance,6.2,73
3656,tt5114564,Impossible, Bu ke si yi,2015, Sci-Fi,4.4,109
3658,tt5116944,Of Shadows, Of Shadows,2016, Documentary,6.2,5
3659,tt5119546,Oh My God, Cong tian er jiang,2015, Comedy,4.6,120
3660,tt5119598,Wheres the Dragon?, Long zai na li,2015, Animation,5.6,72
3661,tt5128334,Na xie wu ji liu shou de ri zi, Na xie wu ji liu shou de ri zi,2013, Comedy&Fantasy,5.2,6
3663,tt5128810,Chasing Shadows, Chasing Shadows,2017, Documentary,8.2,6
3665,tt5131124,Whats in the Darkness, Hei chu you shen me,2015, Crime&Drama,6.3,241
3667,tt5140556,Wo de shi pian, Wo de shi pian,2015, Documentary,7.1,16
3668,tt5142610,The Road, Dalu chaotian,2015, Documentary,7.8,90
3669,tt5144140,Back to the North, Xiang bei fang,2015, Drama&Romance,6.8,6
3671,tt5152460,Find Me, Find Me,2014, Documentary,6.9,17
3672,tt5157018,Bad Guys Always Die, Huai dan bi xu si,2015, Action&Comedy,5.8,260
3675,tt5165012,The Scientist Jiang Zhuying, Jiang Zhu Ying,1992, Biography,7.7,6
3676,tt5172624,Himalaya: Ladder to Paradise, Ximalaya tianti,2015, Documentary,6.7,36
3680,tt5187548,The Precipice Game, Mo lun,2016, Horror,4.7,556
3681,tt5187816,Super Express, Super Express,2016, Action&Comedy&Crime,5.4,121
3682,tt5190872,MBA Partners, Meng xiang he huo ren,2016, Comedy&Romance,4.6,103
3684,tt5191028,Romance Out of the Blue, Lang man tian jiang,2015, Comedy,4.5,37
3688,tt5219050,Scent, Xiang qi,2014, Drama&Romance,7.5,12
3689,tt5219310,Fate Express, Ming yun su di,2015, Comedy,5.9,38
3692,tt5224270,The Mahjong Box, San que yi,2016, Drama&Family,5.5,10
3695,tt5234016,Bad Sister, Huai jie jie zhi chai hun lian meng,2014, Comedy&Romance,5.6,37
3696,tt5237980,From Vegas to Macau III, Du cheng feng yun III,2016, Comedy&Drama,2.3,2955
3698,tt5243900,Bounty Hunters, Shang jin lie ren,2016, Action&Comedy&Romance,5.4,806
3700,tt5246410,Wild Desert, Wild Desert,2015, Action&Adventure,4.2,16
3702,tt5253186,Monsters, Yi zhong,2015, Horror,3.6,7
3703,tt5257730,The Last Women Standing, Sheng zhe wei wang,2015, Romance,5.3,307
3705,tt5266678,Surprise, Wan wan mei xiang dao,2015, Adventure&Comedy&Fantasy,5.1,347
3706,tt5269396,Sword Master, San shao ye de jian,2016, Action&Drama,6.1,2166
3708,tt5273624,Journey to the West: The Demons Strike Back, Journey to the West: Demon Chapter,2017, Adventure&Comedy&Family,5.4,2759
3709,tt5275314,My Best Friends Wedding, Wo zui hao peng you de hun li,2016, Comedy&Romance,5.1,179
3710,tt5278850,Pleasure. Love., Huan. Ai.,2016, Drama,6.2,10
3713,tt5290882,Detective Chinatown, Tang ren jie tan an,2015, Action&Comedy&Mystery,6.6,2059
3714,tt5291226,Betelnut Girls, Bin lang xi shi,2015, Drama,6.9,16
3719,tt5296686,Fruit Rockers, Yao gun shui guo,2015, Comedy,4.3,9
3720,tt5297596,Ex-Files 2: The Backup Strikes Back, Qian ren 2: Bei tai fan ji zhan,2015, Comedy,4.5,139
3721,tt5297654,Devil and Angel, E gun tian shi,2015, Comedy,4.2,216
3723,tt5298946,Impetuous Love in Action, Yuan lai shi you xi,2014, Comedy,6.4,20
3726,tt5312054,Blind Spot, Tan ling dang an,2015, Thriller,6.5,71
3729,tt5328352,Everybodys Fine, Everybodys Fine,2016, Drama,6.0,76
3730,tt5336634,Approach to Love II, Approach to Love II,2016, Comedy&Drama&Romance,6.8,6
3731,tt5337492,Enclave, Enclave,2015, Documentary,7.8,5
3735,tt5342650,Reset, Reset,2017, Action&Sci-Fi&Thriller,5.3,1050
3738,tt5344990,Withered in a Blooming Season, Shao nian hua cao huang,2005, Drama,4.8,8
3740,tt5354664,Time Raiders, Time Raiders,2016, Adventure&Fantasy,4.8,761
3741,tt5356308,A Bite of China: Celebrating the Chinese New Year, She Jian Shang De Xin Nian,2016, Documentary,7.7,107
3742,tt5357114,Life After Life, Zhi fan ye mao,2016, Drama,6.4,122
3743,tt5358658,Wu Tu: My land, Wu Tu: My land,2015, Documentary,7.7,21
3744,tt5364390,My Boy Boy Boy Boyfriend, Wo de nan nan nan nan peng you,2013, Romance,2.0,5
3745,tt5364694,My Beautiful Kingdom, Wo de mei li wang guo,2013, Romance,4.5,6
3746,tt5364756,Broadcasting Girl, Broadcasting Girl,2014, Romance,5.5,10
3748,tt5370104,Mystery, Mystery,2014, Mystery&Thriller,2.1,7
3749,tt5370376,Anniversary, Fen shou zai shuo wo ai ni,2015, Romance,6.2,119
3750,tt5371612,The Sino-Japanese War at Sea 1894, The Sino-Japanese War at Sea 1894,2012, History&War,4.2,23
3753,tt5396872,Heart for Heaven, Yi nian tian tang,2015, Comedy,5.1,96
3754,tt5396888,Chasing Hemingway, Zao yu hai ming wei,2015, Romance,6.8,9
3755,tt5396926,Tomb Mystery, Mu xue mi cheng,2015, Drama&Mystery&Thriller,3.4,14
3756,tt5396942,A Tiger Wife, Jia you hu qi,2015, Drama&Romance,3.0,5
3759,tt5425264,Throne of Elves, Throne of Elves,2017, Adventure&Animation&Fantasy,6.1,1181
3761,tt5449374,Where Are You Going, Where Are You Going,2016, Documentary,6.2,18
3763,tt5460888,My Neighbours and Their Japanese Ghosts, My Neighbours and Their Japanese Ghosts,2008, Documentary,6.3,14
3765,tt5465334,Dog Days, San fu tian,2016, Drama,7.4,65
3767,tt5465996,Go Fighting: Royal Treasure, Ji Xian Tiao Zhan Zhi Huang Jia Bao Zang,2016, Drama,3.6,58
3769,tt5470448,Crosscurrent, Chang jiang tu,2016, Drama,6.6,509
3770,tt5471154,Boonie Bears: The Big Top Secret, Xiong chu mo zhi xiong xin gui lai,2016, Animation,5.0,126
3771,tt5472146,Papa Rainbow, Papa Rainbow,2016, Documentary&Family,7.1,8
3772,tt5473330,Lip sau ze, Lip sau ze,2013, Action,5.0,22
3773,tt5473906,One Step Away, One Step Away,2014, Romance&War,5.4,46
3774,tt5474302,Bad Cop, Buliang Nujing,2016, Comedy,6.2,18
3776,tt5476908,Chasing the Girl, Jin ji guan xi,2015, Thriller,3.8,6
3777,tt5477002,Super Eunuch, Chao neng tai jian,2016, Drama,3.9,26
3778,tt5477228,Savage Land, Jian jin feng bao,2016, Crime,5.8,15
3780,tt5482570,Lord of Shanghai, Shanghai Wang,2016, Drama,6.9,250
3784,tt5504474,Midnight Whisper, Midnight Whisper,2015, Horror,2.2,8
3787,tt5515022,The New Years Eve of Old Lee, Guo nian hao,2016, Drama,4.5,48
3794,tt5541542,Kill Time, Mou sha si shui nian hua,2016, Drama,4.8,65
3795,tt5545866,The Legend of Qin, The Legend of Qin,2014, Adventure,6.8,29
3796,tt5559338,Bleeding Mountain, Bleeding Mountain,2012, Horror,5.9,10
3799,tt5562070,Wish Dragon, Wish Dragon,2021, Adventure&Animation&Comedy,6.9,140
3800,tt5564566,Something in Blue, Something in Blue,2016, Comedy&Drama&Mystery,6.0,38
3801,tt5567494,Out of Control, Out of Control,2017, Action,6.9,133
3804,tt5576776,Mr. High Heels, Gao gen xie xian sheng,2016, Comedy&Romance,4.4,37
3807,tt5593632,Story of Han Dynasty, Po fu chen zhou,2005, Action,5.5,6
3808,tt5594236,Tales of Mystery, Guai tan,2015, Drama&Horror&Romance,5.4,10
3809,tt5596352,Huo guo ying xiong, Huo guo ying xiong,2016, Comedy&Crime&Thriller,6.6,1202
3810,tt5596528,On Fallen Wings, Hu Die Gong Mu,2016, Fantasy&Horror&Mystery,5.2,17
3812,tt5599016,Shui zhai wo shang pu de xiong di, Shui zhai wo shang pu de xiong di,2016, Drama&Romance,5.3,53
3814,tt5603412,Kung Fu Style, Kung Fu Style,2015, Animation,5.5,8
3815,tt5606614,Wang Mao, Wo bu shi Wang Mao,2014, Drama,6.8,120
3821,tt5619304,Midnight Hair, Midnight Hair,2014, Horror&Mystery&Thriller,5.1,55
3824,tt5636668,Battle of Memories, Ji yi da shi,2017, Fantasy&Mystery&Sci-Fi,6.5,932
3825,tt5638160,Peking Duck Restaurant, Peking Duck Restaurant,1990, Drama,6.5,13
3826,tt5639650,Phantom of the Theatre, Mo gong mei ying,2016, Drama&Mystery&Romance,5.3,343
3828,tt5644126,A Shanghai Bride, Una novia de Shanghai,2016, Comedy,5.7,23
3829,tt5644394,End of Summer, End of Summer,2017, Drama&Family,6.5,70
3830,tt5645602,The Scope of Separation, The Scope of Separation,2017, Drama,5.4,17
3831,tt5648036,S.M.A.R.T. Chase, Ji zhi zhui ji,2017, Action&Thriller,4.7,2557
3832,tt5649362,When We Were Young, Bu xiu de shi guang,2016, Drama,6.5,28
3833,tt5662662,Mang dao, Mang dao,2017, Crime&Family,5.9,48
3834,tt5662906,Hide and Seek, Zhuo mi cang,2016, Mystery&Thriller,5.9,626
3835,tt5663040,Xiao Jie, Xiao Jie,1981, Drama,7.8,25
3836,tt5665040,Suddenly Seventeen, 28 Suì Wèi Chéngnián,2015, Drama&Fantasy&Romance,6.3,648
3837,tt5670068,Mr. Zhus Summer, Mr. Zhus Summer,2017, Comedy,6.0,35
3838,tt5671298,Asura, A Xiu Luo,2018, Action&Fantasy&Romance,3.5,164
3839,tt5673218,Bumming in Beijing: The Last Dreamers, Bumming in Beijing: The Last Dreamers,1990, Documentary,7.5,39
3840,tt5684550,Xuan Zang, Da Tang Xuan Zang,2016, Biography&History,6.2,379
3842,tt5694916,Mr. Nian, Mr. Nian,2016, Animation,4.5,15
3848,tt5712158,Bloody Destiny, Quan ba feng yun,2015, Action,5.9,36
3849,tt5714554,Lost in White, Bing he zhui xiong,2016, Crime,5.6,118
3853,tt5730336,The Song of Cotton, Cheng xiang sheng di hua er,2016, Drama&Family,5.6,18
3855,tt5753182,Super Eunuch 2: Golden Right Hand, Chao neng tai jian 2 zhi huang jin you shou,2016, Comedy,5.0,12
3856,tt5759434,In Harms Way, Feng huo fang fei,2017, History&Romance&War,6.1,1068
3857,tt5763398,Fear Is Coming, Kong bu jiang ying,2016, Horror&Thriller,4.5,42
3858,tt5769480,The Hammer and Sickle Are Sleeping, Chui zi lian dao dou xiu xi,2013, Comedy,6.7,19
3859,tt5769516,Yesterday Once More, Shei de qing chun bu mi mang,2016, Drama&Romance,6.6,239
3860,tt5769560,Insomnia Lover, Shi mian nan nu,2016, Drama,4.2,8
3861,tt5775194,Kung Fu Traveler, Kung Fu Traveler,2017, Action&Sci-Fi&Thriller,5.5,816
3862,tt5779650,The Adventures of Panda Warrior, The Adventures of Panda Warrior,2012, Action&Adventure&Animation,1.7,183
3863,tt5781778,Sanmao Joins the Army, San mao cong jun ji,1994, Comedy&Drama&War,7.3,103
3864,tt5782090,Dream Journey, Da meng xi you,2016, Adventure&Comedy&Fantasy,5.2,12
